,Token,N_Ocorrencia,Length
2736,highdangerous,1,13
2737,acide,1,5
2738,nation,2,6
2739,trash,1,5
2740,forbid,2,6
2741,infurnity,1,9
2742,pluck,5,5
2743,wrong,4,5
2744,disgrace,1,8
2745,thouldst,1,8
2746,believe,3,7
2747,counsel,2,7
2748,entertain,2,9
2749,ist,1,3
2750,chamber,8,7
2751,simple,2,6
2752,medicined,1,9
2753,camp,1,4
2754,luens,1,5
2755,whence,1,6
2756,knave,4,5
2757,partests,1,8
2758,gludge,1,6
2759,control,1,7
2760,sweet,14,5
2761,endure,1,6
2762,confined,2,8
2763,tune,1,4
2764,narrow,1,6
2765,fableservice,1,12
2766,unfold,1,6
2767,yes,4,3
2768,expension,1,9
2769,imagination,1,11
2770,gesty,1,5
2771,julius,2,6
2772,lurk,1,4
2773,spirit,11,6
2774,votenarding,1,11
2775,undergossed,1,11
2776,messenger,4,9
2777,heart,27,5
2778,shippus,1,7
2779,age,7,3
2780,yould,1,5
2781,gost,1,4
2782,solemnized,1,10
2783,unrunish,1,8
2784,nature,7,6
2785,pucelle,1,7
2786,countenanced,1,12
2787,iter,1,4
2788,lovell,2,6
2789,wing,1,4
2790,commoner,1,8
2791,estimation,1,10
2792,faint,2,5
2793,bolderd,1,7
2794,servant,7,7
2795,lied,1,4
2796,equinius,1,8
2797,eye,25,3
2798,fall,13,4
2799,annoy,1,5
2800,terrible,1,8
2801,ranking,1,7
2802,inly,1,4
2803,golden,1,6
2804,silence,2,7
2805,tomorrow,4,8
2806,hand,31,4
2807,grief,6,5
2808,laertes,1,7
2809,sound,3,5
2810,forbear,3,7
2811,kept,2,4
2812,brook,1,5
2813,idol,1,4
2814,chide,1,5
2815,impart,1,6
2816,anon,1,4
2817,scruple,1,7
2818,master,19,6
2819,bandible,1,8
2820,juliets,1,7
2821,remuneration,1,12
2822,coward,1,6
2823,friendship,1,10
2824,brutus,21,6
2825,implandage,1,10
2826,juliet,1,6
2827,heavenly,2,8
2828,intapercavale,1,13
2829,learned,1,7
2830,process,1,7
2831,soon,1,4
2832,rib,1,3
2833,commanded,1,9
2834,guisture,1,8
2835,vain,1,4
2836,throice,1,7
2837,alexander,2,9
2838,joind,1,5
2839,upright,1,7
2840,guard,4,5
2841,puttance,1,8
2842,thind,1,5
2843,celia,2,5
2844,enemy,9,5
2845,mate,1,4
2846,question,1,8
2847,string,1,6
2848,natural,1,7
2849,cloud,1,5
2850,senerate,1,8
2851,binnam,1,6
2852,twill,3,5
2853,coming,4,6
2854,gun,1,3
2855,yonder,1,6
2856,forsworn,1,8
2857,unkind,1,6
2858,sleap,1,5
2859,different,1,9
2860,hip,1,3
2861,permy,1,5
2862,mischance,1,9
2863,seaday,1,6
2864,napkin,1,6
2865,fifth,1,5
2866,dispatch,1,8
2867,send,3,4
2868,price,1,5
2869,dozen,1,5
2870,helf,1,4
2871,instrument,2,10
2872,overnend,1,8
2873,mile,1,4
2874,duchess,5,7
2875,keeping,2,7
2876,utter,2,5
2877,expires,1,7
2878,phrase,1,6
2879,open,5,4
2880,visage,1,6
2881,begin,6,5
2882,bringing,2,8
2883,perform,1,7
2884,changeable,1,10
2885,leaven,1,6
2886,seldom,1,6
2887,conquerer,1,9
2888,gallantly,1,9
2889,poison,4,6
2890,ulysses,1,7
2891,wellblack,1,9
2892,eyeless,1,7
2893,comprevent,1,10
2894,evers,1,5
2895,living,1,6
2896,absent,2,6
2897,untid,1,5
2898,last,5,4
2899,quality,1,7
2900,lawful,1,6
2901,malicious,1,9
2902,sooth,1,5
2903,demural,1,7
2904,manage,1,6
2905,shallow,6,7
2906,bedick,1,6
2907,nun,1,3
2908,presently,5,9
2909,herble,1,6
2910,mayst,1,5
2911,asleep,1,6
2912,read,4,4
2913,particular,1,10
2914,dotas,1,5
2915,nursed,1,6
2916,icade,1,5
2917,funtle,1,6
2918,flatter,1,7
2919,indignity,1,9
2920,blue,2,4
2921,whither,4,7
2922,struck,5,6
2923,pericles,2,8
2924,knowest,1,7
2925,painted,1,7
2926,time,23,4
2927,howsoeer,1,8
2928,fought,4,6
2929,know,36,4
2930,consume,1,7
2931,whoreson,1,8
2932,heaven,21,6
2933,penny,2,5
2934,jester,1,6
2935,well,55,4
2936,unto,5,4
2937,conquest,1,8
2938,hero,3,4
2939,rite,1,4
2940,tidings,1,7
2941,ruther,1,6
2942,therefore,22,9
2943,away,5,4
2944,theyre,2,6
2945,lion,1,4
2946,low,1,3
2947,cnrimon,1,7
2948,stave,1,5
2949,grieve,1,6
2950,afreed,1,6
2951,spurnd,1,6
2952,hypouses,1,8
2953,merry,3,5
2954,thence,2,6
2955,boyet,1,5
2956,qualified,1,9
2957,basis,1,5
2958,glendower,1,9
2959,higher,1,6
2960,maria,1,5
2961,pleasing,1,8
2962,clock,2,5
2963,talk,6,4
2964,naked,1,5
2965,rhings,1,6
2966,idar,1,4
2967,exhibition,2,10
2968,corrupt,2,7
2969,myill,1,5
2970,told,5,4
2971,flatterd,1,8
2972,luggage,1,7
2973,mortifies,1,9
2974,welldiscretion,1,14
2975,strong,2,6
2976,fastst,1,6
2977,flung,1,5
2978,wemper,1,6
2979,mind,5,4
2980,dip,1,3
2981,voice,3,5
2982,mercutio,3,8
2983,inquire,1,7
2984,wot,1,3
2985,weighty,1,7
2986,construct,1,9
2987,morrow,4,6
2988,awaked,1,6
2989,possessd,4,8
2990,syracuse,2,8
2991,houdly,1,6
2992,seethe,1,6
2993,consently,1,9
2994,san,1,3
2995,wax,2,3
2996,murmured,1,8
2997,threatening,1,11
2998,wounded,1,7
2999,honesty,2,7
3000,theme,1,5
3001,petruchio,4,9
3002,remorsed,1,8
3003,compexaration,1,13
3004,evil,2,4
3005,issue,2,5
3006,melancholy,1,10
3007,frozen,1,6
3008,went,2,4
3009,shrum,1,5
3010,remain,2,6
3011,change,3,6
3012,sensual,1,7
3013,lamentance,1,10
3014,hermia,1,6
3015,befall,1,6
3016,behold,3,6
3017,nought,2,6
3018,dinner,3,6
3019,prate,1,5
3020,watery,1,6
3021,found,6,5
3022,follow,9,6
3023,unitanced,1,9
3024,abroad,1,6
3025,chid,3,4
3026,swift,1,5
3027,wagery,1,6
3028,distance,1,8
3029,paragon,1,7
3030,dried,1,5
3031,thomas,3,6
3032,arder,1,5
3033,fraught,1,7
3034,wealth,2,6
3035,sometime,1,8
3036,excellent,5,9
3037,warning,1,7
3038,thought,18,7
3039,elessing,1,8
3040,fixed,3,5
3041,induced,2,7
3042,go,43,2
3043,id,1,2
3044,disjack,1,7
3045,outlaw,2,6
3046,conjured,1,8
3047,goodly,6,6
3048,pirate,1,6
3049,intermy,1,7
3050,dat,1,3
3051,ferend,1,6
3052,pair,1,4
3053,lived,1,5
3054,kind,6,4
3055,breathes,1,8
3056,steep,1,5
3057,caret,1,5
3058,learning,1,8
3059,penalty,2,7
3060,frosty,2,6
3061,london,2,6
3062,ambassador,3,10
3063,happiers,1,8
3064,plainly,1,7
3065,home,3,4
3066,wondrous,1,8
3067,damned,1,6
3068,flowering,1,9
3069,hurder,1,6
3070,holofernes,1,10
3071,ards,1,4
3072,iron,1,4
3073,riding,1,6
3074,youll,4,5
3075,speed,7,5
3076,arrest,1,6
3077,oath,3,4
3078,grieved,1,7
3079,belly,2,5
3080,vincentio,9,9
3081,perilius,1,8
3082,stood,2,5
3083,glass,2,5
3084,provoked,1,8
3085,sweat,1,5
3086,seed,1,4
3087,ammition,1,8
3088,quite,1,5
3089,maletration,1,11
3090,since,13,5
3091,right,8,5
3092,proud,8,5
3093,preserved,2,9
3094,sovereign,5,9
3095,devil,2,5
3096,commission,1,10
3097,meat,1,4
3098,puissant,1,8
3099,wager,1,5
3100,princely,2,8
3101,laughest,1,8
3102,eed,1,3
